index,id_of_item,Domain_Code,Domain,Area_Code,Area,Element_Code,Element,Item_Code,Crop_Name,Year_Code,Year,Unit,Production_Value,Flag,Flag_Description,Annual_Temp,Temp_Jan_Feb,Temp_Mar_May,Temp_Jun_Sep,Temp_Oct_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Annual_Rainfall,Rain_Jan_Feb,Rain_Mar_May,Rain_Jun_Sep,Rain_Oct_Dec
91,5279,QCL,Crops and livestock products,100,India,5419,Yield,702,"Nutmeg, mace and cardamoms",1961,1961,hg/ha,600,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
92,5337,QCL,Crops and livestock products,100,India,5510,Production,702,"Nutmeg, mace and cardamoms",1961,1961,tonnes,3000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
93,5395,QCL,Crops and livestock products,100,India,5312,Area harvested,403,"Onions, dry",1961,1961,ha,120000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
94,5453,QCL,Crops and livestock products,100,India,5419,Yield,403,"Onions, dry",1961,1961,hg/ha,100000,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
95,5511,QCL,Crops and livestock products,100,India,5510,Production,403,"Onions, dry",1961,1961,tonnes,1200000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
96,5569,QCL,Crops and livestock products,100,India,5312,Area harvested,600,Papayas,1961,1961,ha,6000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
97,5627,QCL,Crops and livestock products,100,India,5419,Yield,600,Papayas,1961,1961,hg/ha,380000,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
98,5685,QCL,Crops and livestock products,100,India,5510,Production,600,Papayas,1961,1961,tonnes,228000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
99,5743,QCL,Crops and livestock products,100,India,5312,Area harvested,490,Oranges,1961,1961,ha,54000,*,Unofficial figure,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
100,5801,QCL,Crops and livestock products,100,India,5419,Yield,490,Oranges,1961,1961,hg/ha,139259,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
101,5859,QCL,Crops and livestock products,100,India,5510,Production,490,Oranges,1961,1961,tonnes,752000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
102,5917,QCL,Crops and livestock products,100,India,5312,Area harvested,534,Peaches and nectarines,1961,1961,ha,10000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
103,5975,QCL,Crops and livestock products,100,India,5419,Yield,534,Peaches and nectarines,1961,1961,hg/ha,43000,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
104,6033,QCL,Crops and livestock products,100,India,5510,Production,534,Peaches and nectarines,1961,1961,tonnes,43000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
105,6091,QCL,Crops and livestock products,100,India,5312,Area harvested,417,"Peas, green",1961,1961,ha,60000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
106,6149,QCL,Crops and livestock products,100,India,5419,Yield,417,"Peas, green",1961,1961,hg/ha,91667,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
107,6207,QCL,Crops and livestock products,100,India,5510,Production,417,"Peas, green",1961,1961,tonnes,550000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
108,6265,QCL,Crops and livestock products,100,India,5312,Area harvested,521,Pears,1961,1961,ha,6100,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
109,6323,QCL,Crops and livestock products,100,India,5419,Yield,521,Pears,1961,1961,hg/ha,54098,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
110,6381,QCL,Crops and livestock products,100,India,5510,Production,521,Pears,1961,1961,tonnes,33000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
111,6439,QCL,Crops and livestock products,100,India,5312,Area harvested,687,Pepper (piper spp.),1961,1961,ha,103000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
112,6497,QCL,Crops and livestock products,100,India,5419,Yield,687,Pepper (piper spp.),1961,1961,hg/ha,2718,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
113,6555,QCL,Crops and livestock products,100,India,5510,Production,687,Pepper (piper spp.),1961,1961,tonnes,28000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
114,6613,QCL,Crops and livestock products,100,India,5312,Area harvested,574,Pineapples,1961,1961,ha,6970,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
115,6671,QCL,Crops and livestock products,100,India,5419,Yield,574,Pineapples,1961,1961,hg/ha,109039,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
116,6729,QCL,Crops and livestock products,100,India,5510,Production,574,Pineapples,1961,1961,tonnes,76000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
117,6787,QCL,Crops and livestock products,100,India,5312,Area harvested,116,Potatoes,1961,1961,ha,375000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
118,6845,QCL,Crops and livestock products,100,India,5419,Yield,116,Potatoes,1961,1961,hg/ha,72507,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
119,6903,QCL,Crops and livestock products,100,India,5510,Production,116,Potatoes,1961,1961,tonnes,2719000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
120,6961,QCL,Crops and livestock products,100,India,5312,Area harvested,394,"Pumpkins, squash and gourds",1961,1961,ha,125000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
121,7019,QCL,Crops and livestock products,100,India,5419,Yield,394,"Pumpkins, squash and gourds",1961,1961,hg/ha,65200,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
122,7077,QCL,Crops and livestock products,100,India,5510,Production,394,"Pumpkins, squash and gourds",1961,1961,tonnes,815000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
123,7135,QCL,Crops and livestock products,100,India,5312,Area harvested,27,"Rice, paddy",1961,1961,ha,34694000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
124,7193,QCL,Crops and livestock products,100,India,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,15419,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
125,7251,QCL,Crops and livestock products,100,India,5510,Production,27,"Rice, paddy",1961,1961,tonnes,53494500,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
126,7309,QCL,Crops and livestock products,100,India,5312,Area harvested,280,Safflower seed,1961,1961,ha,440000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
127,7367,QCL,Crops and livestock products,100,India,5419,Yield,280,Safflower seed,1961,1961,hg/ha,1500,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
128,7425,QCL,Crops and livestock products,100,India,5510,Production,280,Safflower seed,1961,1961,tonnes,66000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
129,7483,QCL,Crops and livestock products,100,India,5312,Area harvested,156,Sugar cane,1961,1961,ha,2413000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
130,7541,QCL,Crops and livestock products,100,India,5419,Yield,156,Sugar cane,1961,1961,hg/ha,455868,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
131,7599,QCL,Crops and livestock products,100,India,5510,Production,156,Sugar cane,1961,1961,tonnes,110001000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
132,7657,QCL,Crops and livestock products,100,India,5312,Area harvested,236,Soybeans,1961,1961,ha,11000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
133,7715,QCL,Crops and livestock products,100,India,5419,Yield,236,Soybeans,1961,1961,hg/ha,4545,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
134,7773,QCL,Crops and livestock products,100,India,5510,Production,236,Soybeans,1961,1961,tonnes,5000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
135,7831,QCL,Crops and livestock products,100,India,5312,Area harvested,289,Sesame seed,1961,1961,ha,2252000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
136,7889,QCL,Crops and livestock products,100,India,5419,Yield,289,Sesame seed,1961,1961,hg/ha,1652,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
137,7947,QCL,Crops and livestock products,100,India,5510,Production,289,Sesame seed,1961,1961,tonnes,372000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
138,8005,QCL,Crops and livestock products,100,India,5312,Area harvested,388,Tomatoes,1961,1961,ha,50000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
139,8063,QCL,Crops and livestock products,100,India,5419,Yield,388,Tomatoes,1961,1961,hg/ha,92800,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
140,8121,QCL,Crops and livestock products,100,India,5510,Production,388,Tomatoes,1961,1961,tonnes,464000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
141,8179,QCL,Crops and livestock products,100,India,5312,Area harvested,567,Watermelons,1961,1961,ha,6500,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
142,8237,QCL,Crops and livestock products,100,India,5419,Yield,567,Watermelons,1961,1961,hg/ha,109231,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
143,8295,QCL,Crops and livestock products,100,India,5510,Production,567,Watermelons,1961,1961,tonnes,71000,F,FAO estimate,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
144,8353,QCL,Crops and livestock products,100,India,5312,Area harvested,15,Wheat,1961,1961,ha,12927000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
145,8411,QCL,Crops and livestock products,100,India,5419,Yield,15,Wheat,1961,1961,hg/ha,8507,Fc,Calculated data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
146,8469,QCL,Crops and livestock products,100,India,5510,Production,15,Wheat,1961,1961,tonnes,10997000,,Official data,24,18.98,26.11,27.06,21.17,26.1,34.8,26,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,1399.2,60.9,132.1,1052,154.2
147,2,QCL,Crops and livestock products,100,India,5312,Area harvested,515,Apples,1962,1962,ha,38500,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
148,60,QCL,Crops and livestock products,100,India,5419,Yield,515,Apples,1962,1962,hg/ha,41558,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
149,118,QCL,Crops and livestock products,100,India,5510,Production,515,Apples,1962,1962,tonnes,160000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
150,176,QCL,Crops and livestock products,100,India,5312,Area harvested,526,Apricots,1962,1962,ha,2700,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
151,234,QCL,Crops and livestock products,100,India,5419,Yield,526,Apricots,1962,1962,hg/ha,30741,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
152,292,QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1962,1962,tonnes,8300,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
153,350,QCL,Crops and livestock products,100,India,5312,Area harvested,226,Areca nuts,1962,1962,ha,135000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
154,408,QCL,Crops and livestock products,100,India,5419,Yield,226,Areca nuts,1962,1962,hg/ha,8889,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
155,466,QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1962,1962,tonnes,120000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
156,524,QCL,Crops and livestock products,100,India,5312,Area harvested,486,Bananas,1962,1962,ha,181000,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
157,582,QCL,Crops and livestock products,100,India,5419,Yield,486,Bananas,1962,1962,hg/ha,133978,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
158,640,QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1962,1962,tonnes,2425000,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
159,698,QCL,Crops and livestock products,100,India,5312,Area harvested,44,Barley,1962,1962,ha,3312000,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
160,756,QCL,Crops and livestock products,100,India,5419,Yield,44,Barley,1962,1962,hg/ha,9511,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
161,814,QCL,Crops and livestock products,100,India,5510,Production,44,Barley,1962,1962,tonnes,3150000,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
162,872,QCL,Crops and livestock products,100,India,5312,Area harvested,176,"Beans, dry",1962,1962,ha,6725780,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
163,930,QCL,Crops and livestock products,100,India,5419,Yield,176,"Beans, dry",1962,1962,hg/ha,2683,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
164,988,QCL,Crops and livestock products,100,India,5510,Production,176,"Beans, dry",1962,1962,tonnes,1804500,,Official data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
165,1046,QCL,Crops and livestock products,100,India,5312,Area harvested,414,"Beans, green",1962,1962,ha,81000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
166,1104,QCL,Crops and livestock products,100,India,5419,Yield,414,"Beans, green",1962,1962,hg/ha,22963,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
167,1162,QCL,Crops and livestock products,100,India,5510,Production,414,"Beans, green",1962,1962,tonnes,186000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
168,1220,QCL,Crops and livestock products,100,India,5312,Area harvested,358,Cabbages and other brassicas,1962,1962,ha,22000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
169,1278,QCL,Crops and livestock products,100,India,5419,Yield,358,Cabbages and other brassicas,1962,1962,hg/ha,134091,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
170,1336,QCL,Crops and livestock products,100,India,5510,Production,358,Cabbages and other brassicas,1962,1962,tonnes,295000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
171,1394,QCL,Crops and livestock products,100,India,5312,Area harvested,426,Carrots and turnips,1962,1962,ha,8500,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
172,1452,QCL,Crops and livestock products,100,India,5419,Yield,426,Carrots and turnips,1962,1962,hg/ha,82353,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
173,1510,QCL,Crops and livestock products,100,India,5510,Production,426,Carrots and turnips,1962,1962,tonnes,70000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
174,1568,QCL,Crops and livestock products,100,India,5312,Area harvested,217,"Cashew nuts, with shell",1962,1962,ha,200000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
175,1626,QCL,Crops and livestock products,100,India,5419,Yield,217,"Cashew nuts, with shell",1962,1962,hg/ha,4400,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
176,1684,QCL,Crops and livestock products,100,India,5510,Production,217,"Cashew nuts, with shell",1962,1962,tonnes,88000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
177,1742,QCL,Crops and livestock products,100,India,5312,Area harvested,393,Cauliflowers and broccoli,1962,1962,ha,40000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
178,1800,QCL,Crops and livestock products,100,India,5419,Yield,393,Cauliflowers and broccoli,1962,1962,hg/ha,100000,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
179,1858,QCL,Crops and livestock products,100,India,5510,Production,393,Cauliflowers and broccoli,1962,1962,tonnes,400000,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
180,1916,QCL,Crops and livestock products,100,India,5312,Area harvested,531,Cherries,1962,1962,ha,1200,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
181,1974,QCL,Crops and livestock products,100,India,5419,Yield,531,Cherries,1962,1962,hg/ha,25833,Fc,Calculated data,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
182,2032,QCL,Crops and livestock products,100,India,5510,Production,531,Cherries,1962,1962,tonnes,3100,F,FAO estimate,24.04,18.91,25.91,27.14,21.47,12.6,21.6,16,43.6,70.8,137.1,281.6,276.9,211,78.4,18.3,29.9,1198,34.3,130.4,906.6,126.7
